coef	pval
(Intercept)	5.79127768927831	9.72035821880043e-67
position_initialTRUE	0.154679158155138	0
position_finalTRUE	0.126298282454747	5.53500663259452e-98
loss	0.0253784350298646	1.64563958151169e-24
position_initialTRUE:loss	-0.0130997778981162	9.72035821880043e-67
