coef	pval
(Intercept)	5.98746939731021	3.62260595729693e-12
position_initialTRUE	0.640497274987533	0
position_finalTRUE	0.286167849619613	0.273912191326275
loss	0.0221553361244323	7.41378185335705e-09
position_initialTRUE:loss	-0.0576131721685121	3.62260595729693e-12
