coef	pval
(Intercept)	46.6811176910241	0.002748967142981
position_initialTRUE	-125.214640996026	0.00281394837021147
position_finalTRUE	42.8920772590529	4.72994981742967e-07
loss	15.7497774875315	0.0558965292337866
position_initialTRUE:loss	29.8238311995799	0.0140644177176624
