AZEBSA	AZEBSA--p_value	BNGBBS	BNGBBS--p_value	BNGCLV	BNGCLV--p_value	BNGWTC	BNGWTC--p_value	CEBRPV	CEBRPV--p_value	HAEBSE	HAEBSE--p_value	HAUCLV	HAUCLV--p_value	HNDSKV	HNDSKV--p_value	ILORPV	ILORPV--p_value	INZNTV	INZNTV--p_value	INZSHL	INZSHL--p_value	INZTSI	INZTSI--p_value	JAVNRF	JAVNRF--p_value	KAZKAZ	KAZKAZ--p_value	KMRUBS	KMRUBS--p_value	LAOUBS	LAOUBS--p_value	MARWTC	MARWTC--p_value	POLNCV	POLNCV--p_value	RONBSR	RONBSR--p_value	RUSS76	RUSS76--p_value	SOMSIM	SOMSIM--p_value	SPNBDA	SPNBDA--p_value	SPNDHH	SPNDHH--p_value	SPNNVI	SPNNVI--p_value	SPNR95	SPNR95--p_value	SPNWTC	SPNWTC--p_value	SWESFB	SWESFB--p_value	SWESFV	SWESFV--p_value	TCVWTC	TCVWTC--p_value	TCWWTC	TCWWTC--p_value	TGKIBT	TGKIBT--p_value	TGLPBS	TGLPBS--p_value	THATSV	THATSV--p_value	TIRUBS	TIRUBS--p_value	TPIPNG	TPIPNG--p_value	TRKBST	TRKBST--p_value	TRKWTC	TRKWTC--p_value	VIEVOV	VIEVOV--p_value	ZLMAVB	ZLMAVB--p_value
(Intercept)	5.95146122761548	1.52222989380836e-155	6.13375869726066	7.81138409709191e-06	6.14195231405447	3.19014004231419e-12	6.1741681753411	8.81049891785318e-32	6.09044987347317	7.07791468090711e-144	6.20165226604961	8.84115289473175e-103	6.05603716393195	1.72528981979512e-165	5.91212356937259	0	6.12648198589831	1.45204486018599e-122	6.03644602240318	1.15037683742096e-187	6.13558281876107	1.9447507256158e-145	6.01981672278205	0	6.16422616573755	2.22429760397945e-93	5.94290414379084	5.95430093796452e-234	6.01070401317776	2.10158401510292e-277	6.06963105217136	0	5.92159225669044	0	5.97515702297223	2.00827031770057e-42	6.09037796850238	1.47157096119111e-65	6.05162899043737	0	5.82089921881801	6.68390847969539e-53	6.15188345820478	1.06166148025492e-48	5.98151609540753	3.99344654768162e-56	5.92800735690746	5.19663173924775e-27	5.86757617907487	4.70809929951816e-30	6.00631259211844	1.13882557211913e-81	5.87183224051841	0	5.9020886328757	0	5.85505572607813	0	6.00223582506021	2.05466682912133e-69	6.06661274924322	1.73661786215967e-110	6.08547959607873	3.77198829117758e-159	5.79093966621296	0	5.76807156610554	6.07293062477098e-07	5.90920233960845	0	5.83620971355833	2.85304136405784e-86	5.92835512371935	2.62820052650053e-20	5.87310766622697	0	5.92244776944366	0
loss	0.0634421294303511	NA	0.0311592371301859	NA	0.0401004214546918	NA	0.0406036514342923	NA	0.0344361904364835	NA	0.0316629528294702	NA	0.0379515079550408	NA	0.0668782329987126	NA	0.0310197390472034	NA	0.0482114515550879	NA	0.0417553352633208	NA	0.0504045334826601	NA	0.0320631771747667	NA	0.0571902166760002	NA	0.0666438626566129	NA	0.0647858432220119	NA	0.0679634206580344	NA	0.0473178092395491	NA	0.044433639771809	NA	0.064289950295006	NA	0.0393057032405149	NA	0.0205175572893087	NA	0.0437722285208357	NA	0.0380879756866223	NA	0.0359469018503696	NA	0.0333175604805016	NA	0.0867613379591037	NA	0.0939518206139089	NA	0.0720611145871562	NA	0.044524226991504	NA	0.0634779225086644	NA	0.0403860813748909	NA	0.0835573165762413	NA	0.0146109022274575	NA	0.0739929775746376	NA	0.0500682797279157	NA	0.0364370132565743	NA	0.0982212585497065	NA	0.056294776030413	NA
