coef	pval
(Intercept)	77.6027750088273	3.02645035604181e-06
position_initialTRUE	67.1811694726505	0
position_finalTRUE	25.6656672030463	0.0288053210838618
loss	1.19551581925171	7.51233524765178e-05
position_initialTRUE:loss	-6.09324870205589	3.02645035604181e-06
