AZEBSA	AZEBSA--p_value	BNGBBS	BNGBBS--p_value	BNGCLV	BNGCLV--p_value	BNGWTC	BNGWTC--p_value	CEBRPV	CEBRPV--p_value	HAEBSE	HAEBSE--p_value	HAUCLV	HAUCLV--p_value	HNDSKV	HNDSKV--p_value	ILORPV	ILORPV--p_value	INZNTV	INZNTV--p_value	INZSHL	INZSHL--p_value	INZTSI	INZTSI--p_value	JAVNRF	JAVNRF--p_value	KAZKAZ	KAZKAZ--p_value	KMRUBS	KMRUBS--p_value	LAOUBS	LAOUBS--p_value	MARWTC	MARWTC--p_value	POLNCV	POLNCV--p_value	RONBSR	RONBSR--p_value	RUSS76	RUSS76--p_value	SOMSIM	SOMSIM--p_value	SPNBDA	SPNBDA--p_value	SPNDHH	SPNDHH--p_value	SPNNVI	SPNNVI--p_value	SPNR95	SPNR95--p_value	SPNWTC	SPNWTC--p_value	SWESFB	SWESFB--p_value	SWESFV	SWESFV--p_value	TCVWTC	TCVWTC--p_value	TCWWTC	TCWWTC--p_value	TGKIBT	TGKIBT--p_value	TGLPBS	TGLPBS--p_value	THATSV	THATSV--p_value	TIRUBS	TIRUBS--p_value	TPIPNG	TPIPNG--p_value	TRKBST	TRKBST--p_value	TRKWTC	TRKWTC--p_value	VIEVOV	VIEVOV--p_value	ZLMAVB	ZLMAVB--p_value
(Intercept)	6.05977101719351	1.28322660322108e-49	6.16726816247637	0.0647842532463621	6.17956419226394	0.000272825777519445	6.08951859045079	2.1627821591776e-13	6.11351992949208	4.22491504931224e-35	6.45732841519898	6.94552769894501e-71	6.04543558001641	6.58465262317908e-158	6.05610774341287	3.794539262015e-120	6.18067590443823	3.30860649580576e-51	6.14403217970758	1.32427411836566e-46	6.23791939275942	6.6012626268214e-38	6.14912921942417	2.91662922871369e-147	6.20893944844938	1.05015688607373e-33	6.10107013127998	1.9967840526623e-42	6.22996511822678	2.67013050292882e-70	6.18200734769921	2.23039741210804e-174	5.96547557831792	1.64471153818684e-204	6.0716927224528	2.86965857631657e-19	6.21893728363837	1.06626378221243e-22	6.30728072938133	6.47631816585452e-93	5.8411239649374	2.03413935869794e-27	6.28143888899335	2.10535910659118e-10	6.01555909767468	3.4962067954736e-35	5.97831177523856	2.01556650433297e-16	5.87993320141964	1.86749427303713e-23	6.12098618902079	1.69485912371006e-30	5.94280065731196	8.81183996748022e-219	5.97073054858645	6.61924748043558e-311	5.99038922397409	1.83756373949527e-210	5.9121451053538	4.23601112544861e-63	6.17499071619737	3.29198737187697e-39	6.13272623026542	7.07000489481451e-35	5.93078322794036	4.85812114291526e-162	5.80141428001232	0.0847229342807834	5.91485284443976	0	5.89417142116435	6.63834417889593e-31	5.98477845522995	4.31625433690969e-07	6.03121439768283	6.90237785537286e-119	6.07060697902459	4.78315721726428e-131
loss	0.0371278921568783	1.28322660322108e-49	0.0138203688193768	0.0647842532463621	0.0228549146868888	0.000272825777519445	0.0279407155958276	2.1627821591776e-13	0.0173807786079486	4.22491504931224e-35	0.0260093066934431	6.94552769894501e-71	0.0405764762150217	6.58465262317908e-158	0.0310338204451013	3.794539262015e-120	0.0208282094337008	3.30860649580576e-51	0.0248248137708085	1.32427411836566e-46	0.0217197585930965	6.6012626268214e-38	0.029063123998651	2.91662922871369e-147	0.0202072255076186	1.05015688607373e-33	0.0249670464729761	1.9967840526623e-42	0.0347584219502167	2.67013050292882e-70	0.0446306545287606	2.23039741210804e-174	0.0395558397559801	1.64471153818684e-204	0.0327111912231138	2.86965857631657e-19	0.0267449507608967	1.06626378221243e-22	0.035328680386744	6.47631816585452e-93	0.0290741891564037	2.03413935869794e-27	0.00924225098550014	2.10535910659118e-10	0.036766494208087	3.4962067954736e-35	0.0313682057520855	2.01556650433297e-16	0.0337719936499139	1.86749427303713e-23	0.0214377024093508	1.69485912371006e-30	0.0689103657076872	8.81183996748022e-219	0.0789145179275828	6.61924748043558e-311	0.0522672311706986	1.83756373949527e-210	0.0437046970174115	4.23601112544861e-63	0.0376602465980598	3.29198737187697e-39	0.0198817665424939	7.07000489481451e-35	0.0565759829702368	4.85812114291526e-162	0.00548735965530588	0.0847229342807834	0.0702037881254091	0	0.0319039386368292	6.63834417889593e-31	0.0217133261835333	4.31625433690969e-07	0.0613359027396956	6.90237785537286e-119	0.0301769575835108	4.78315721726428e-131
