coef	pval
(Intercept)	5.88752813031022	2.68423565389469e-14
position_initialTRUE	0.695386628796965	0
position_finalTRUE	0.29544805688953	0.578652284132748
loss	0.0364774258539315	9.70803178828769e-11
position_initialTRUE:loss	-0.0661847049405247	2.68423565389469e-14
